gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none,average score,success
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.12778913977438,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,1.0607788015419923,False
True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,-1.1373755574486624,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,-0.3628673376326341,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,-0.38585096731235174,False
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,-0.2563352023155126,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.4552725949471396,False
False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,1.5933034454159547,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,0.28542262806480606,False
True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1.4417934600501272,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.07402217702305312,False
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,-1.8514595767203073,False
False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,1.0116554869538772,False
False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1.2560886201130363,False
False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,0.06237152102942978,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-1.178820137203166,False
False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,-0.49539770220858204,False
False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.945268945989489,False
False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1.7525864693817745,False
True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,-0.49992038181351356,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,2.0607405337272997,False
False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,-0.027913462014046892,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,-1.0794952178877526,False
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-1.1378462960442977,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,-1.1873468256979354,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-0.05532546753231531,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,0.007501138345970881,False
True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,0.3925198057439434,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.9980464994300867,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.994890444201407,False
False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.12939074333031508,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0.5515670702938115,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,1.2652275028530113,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.7244590817834218,False
True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.43688546154744357,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,-1.318275586717948,False
True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,1.08578762149009,False
True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,0.6404862091973048,False
True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,0.6607373703607874,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.18597131725318605,False
True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,0.5304208035859806,False
True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,-0.203961528732337,False
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,-0.21088661367117112,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-1.0096971554237102,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.5727133370016423,False
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,-0.9630705499358786,False
True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.4638259482338085,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,1.4576162453750587,False
True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.1255274098537801,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,0.6167960815060004,False
True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,-0.16261125274421404,False
False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,0.10146084733322118,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,-0.16317629510622983,False
True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.9379202743382099,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,1.3051176309347705,False
False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,0.46142354289990584,False
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,-0.03130527665867846,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.18130796223495185,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.05094424357695484,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.05412774383380259,False
True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,-0.7400665947836925,False
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,0.08422428574884744,False
True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1.0174025550492212,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.10753797861089741,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.5889604892752871,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,0.15289226348885815,False
False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.9840753609941383,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.44013582054250405,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.6647885311338154,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,0.4611877834839541,False
True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,-0.5170154877483162,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.5281127020184587,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.5534987370320791,False
False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0.679434079851525,False
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.43129955595669306,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0.21520019865205062,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.3373869988526332,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.7220292314213511,False
True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,-2.0099417989081596,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,-0.16350635828856225,False
True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,1.996406628059459,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.5479402764694965,False
False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0.5502483780370184,False
False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,-1.070921377509793,False
False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,1.3957326771605796,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-1.0755855127642955,False
True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,0.5263224909297622,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.3925198057439434,False
True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.5274062040068719,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,-0.7813225670054349,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,1.1308126234219864,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.9707287976781992,False
True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,-0.0485418382430522,False
True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.24204638157203484,False
False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.27305309318479254,False
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,0.8602869572376205,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.16284701216016575,False
False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,1.2145025847089614,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-0.20914355446566502,False
True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,-0.38580381542916137,False
False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,-0.09229451956507784,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,-1.948669644702618,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.5865777907964068,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,1.1514409996509916,False
True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,-0.937072320677052,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,1.4123091123802887,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0394910791845904,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,2.085278615079762,False
False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,0.9481695349471946,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,0.015556308008836709,False
True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,1.2009879009515516,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.4403244280752654,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,1.9499214782211984,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.504516878093535,False
False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,0.8975860724527155,False
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,0.017440822863913834,False
False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,-0.6748847354546941,False
True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,1.0875778325787862,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-1.4092199158898213,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,-1.6113605156333186,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.5029624264207903,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,0.305579485461908,False
False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,-0.6155913998706104,False
True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,1.0234796863268976,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-1.6585521634831661,False
True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0.48308770008656216,False
False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-1.322986093619373,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,1.4823429342602825,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,-1.2781968511034278,False
True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,-0.7856094871944146,False
False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,-0.456638439087123,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,1.144421610945777,False
True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,-0.25171899918046864,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.4783300413019472,False
False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.6078655131538088,False
False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.4800731005074533,False
True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,-1.1823062556141786,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.9728019200660376,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.018194472758691054,False
False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,-1.0296182534048604,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.48506651870802003,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0.2618739560230727,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.05523116376593462,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.7620136632694908,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,1.1925555162231631,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.10296814712277559,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.03967080264885425,False
False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.615288781716446,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,1.0877192882283573,False
False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,-0.8319531813831041,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1.5095191803625994,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-0.8513563888854291,False
False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0.14592002666683368,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,-0.60918498564687,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.4392407149981558,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.3121895713717743,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,-0.961421794496753,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.9260810108118253,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.36461039683814017,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-0.4735449374891643,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,0.3252656042633747,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,0.1516199428789872,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,-0.1225325171296937,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.23629931347669106,False
False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,-0.6299540372891781,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-1.2116019957512556,False
False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.41399613563410664,False
True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,-0.2728181140051091,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0.35201748341697825,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,-0.2739481987291408,False
True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,-0.9174805056419659,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,0.10541770433986856,False
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,-1.8085548490594394,False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.6606430665944066,False
False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1.281568958893037,False
True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.9852533778376286,False
True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,1.065772219742559,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0.8856729922512407,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,-0.6750261911042651,False
False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,1.0583763962080897,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,-1.6926952234695811,False
True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,0.550907724165415,False
True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,-2.5389331724879196,False
False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,-0.20801268950536508,False
True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,-0.5599202154091839,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.7383706874613768,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.16360066205494295,False
False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,0.12915498391436336,False
False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0390203405889553,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-1.2962813663489596,False
True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,-0.11805776964422084,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0.14771023775553016,False
True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,0.7089184275213638,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,-0.4538588186876977,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-0.876130229653843,False
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.10635996176740714,False
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.573938505728323,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1.6185008728968138,False
True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,1.1273736568941646,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.5263224909297622,False
False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0.5967335278752791,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,0.21684895409117602,False
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,-1.719588558272756,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.6798584468002383,False
False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,-0.8766952720158588,False
False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-1.9072250649481142,False
False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,-1.3884037123643231,False
True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,-0.40709153778656315,False
False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.9730848313651798,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.7054323091103516,False
False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,1.4141464753521753,False
True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,-0.785091596715589,False
False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,0.08144466534942206,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,-0.07044175484566019,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,1.176402667715899,False
True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.417302530580855,False
True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,1.2852900564837328,False
False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,-1.1423218237660386,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,0.8213862384665905,False
True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,-1.0053159314683497,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.360134869116399,False
True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,-0.20589319547060456,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.14657937279523023,False
True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,0.7326085552126683,False
False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.6348531517233641,False
True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,-0.563971376182212,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1.0181562049439983,False
False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,-0.4760416465894477,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,0.992770169930378,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,-1.1217405994202239,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,-0.12149673617204271,False
False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,-0.2086720356337616,False
True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.7293110443344174,False
False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,-0.7862688333228111,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,0.28546977994799644,False
True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,-1.471999369884917,False
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,-0.6753554740503293,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,-2.226114972887892,False
False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,0.5272647483573009,False
True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,-0.7580096543796531,False
False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,1.237486214388679,False
False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,1.281427503243466,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,-0.7886712386567137,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.09243597521464887,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.4599162431103514,False
False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,0.035336730576684114,False
True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.2495515730262495,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,1.369027169653898,False
False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,0.14559074372076958,False
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,-0.4945025966642338,False
True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,1.9289166671629385,False
False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,0.10226164911118873,False
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,0.4847364555256875,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,-1.2546010271785042,False
False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,0.6340326430903741,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-0.7820290650170216,False
True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,1.1282216105553224,False
False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,-1.8759976580727695,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.4120173170126488,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,1.7278126286133606,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,1.0807942032895232,False
False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.8775903775602071,False
False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,-1.3262836044976236,False
False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,0.4589268337996226,False
False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,-1.1651639977961852,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.8731148498384659,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.32507699673061335,False
False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,0.907007866491833,False
False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,1.3078029475678152,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.8263947208205219,False
False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,0.14281112332134419,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.9710117089773412,False
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,-0.6949472890854151,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.17092884661493116,False
True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.2405862336656708,False
False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,-0.23109062295146335,False
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,0.16970445812451884,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,0.10621850611783612,False
False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,-1.3010390251335746,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,-1.055334351600813,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.32828020384248346,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1.8875192392916251,False
False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.39993069343177723,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,0.09929342117900199,False
False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,-1.3409763050985237,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,1.3031388123133125,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1.30935739924056,False
True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,-0.29485948625728814,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.7447102429469044,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,-0.2989106470303162,False
True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,-2.212694592896863,False
False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,-2.480346334915423,False
True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,0.37401170378596693,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,-0.43737668723436934,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.48384134998133926,False
False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1.2144082809425807,False
True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,0.484218565046862,False
True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,-1.7830745102794385,False
True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,1.997254581720617,False
True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,0.7087769718717928,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.8571309020089407,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-1.0577367569347156,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,1.1263370957002452,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0.2398325837708936,False
False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,0.010657193574650734,False
